approach,doc_id,condition,entity_text,entity_label,context_snippet,is_correct
general,467,digestive system diseases,forty-six,CARDINAL,Paraileostomy hernia: a clinical and radiological study. Forty-six patients who underwent colectomy with end ileostomy for ulcerative colitis (n = 33) or Crohn's disease (n = 13) have been reviewed for paraileostomy hernia (PIH) formation 1-16 years ...,1
general,1509,neoplasms,nine,CARDINAL,Determination of plasma calcitonin gene-related peptide concentrations by a new immunochemiluminometric assay in normal persons and patients with medullary thyroid carcinoma and other neuroendocrine tumors. There is doubt about concentrations of circ...,1
general,301,cardiovascular diseases,coronary,ORG,Coronary morphology after percutaneous directional coronary atherectomy in humans: autopsy analysis of three patients. The morphologic basis of angiographically successful percutaneous directional atherectomy and subsequent restenosis in human corona...,0
general,1115,general pathological conditions,0.2,CARDINAL,"A prospective randomized study of cerebrospinal fluid drainage to prevent paraplegia after high-risk surgery on the thoracoabdominal aorta. This article is concerned with the study of the effect of several variables, principally that of cerebrospinal...",1
general,1407,neoplasms,the united state,GPE,"Cancer mortality in workers exposed to 2,3,7,8-tetrachlorodibenzo-p-dioxin BACKGROUND. In both animal and epidemiologic studies, exposure to dioxin (2,3,7,8-tetrachlorodibenzo-p-dioxin, or TCDD) has been associated with an increased risk of cancer. M...",1
general,1014,general pathological conditions,0.87,CARDINAL,Follow-up recatheterization after balloon aortic valvuloplasty. Mansfield Scientific Aortic Valvuloplasty Registry Investigators. The results of recatheterization were assessed in a select group of 95 patients enrolled in the Mansfield Scientific Aor...,1
general,1470,neoplasms,05:01,CARDINAL,"Incidence of polymyositis-dermatomyositis: a 20-year study of hospital diagnosed cases in Allegheny County, PA 1963-1982. The incidence of hospital diagnosed polymyositis-dermatomyositis (PM-DM) among residents of Pittsburgh and Allegheny County, PA ...",0
general,1377,neoplasms,seven,CARDINAL,"Neutrophil function and pyogenic infections in bone marrow transplant recipients. In a consecutive entry trial, the incidence and time course of decreased neutrophil function was assessed in 20 patients treated with allogeneic bone marrow transplanta...",1
general,816,general pathological conditions,30 cm,QUANTITY,Predictors of postextubation stridor in pediatric trauma patients. OBJECTIVE: To determine which factors are the best predictors of postextubation stridor in pediatric trauma patients. DESIGN: Prospective cohort study. SETTING: The Burn and Trauma IC...,1
general,1270,general pathological conditions,nine,CARDINAL,Hazards of internal fixation in the treatment of slipped capital femoral epiphysis. We reviewed the records of 202 patients (308 hips) in whom a slipped capital femoral epiphysis had been fixed with pins or screws. A serious complication that was dir...,1
general,565,digestive system diseases,57 per cent,MONEY,"The current spectrum of peptic ulcer disease in the older age groups. Not only has there been a relative increase in the prevalence of peptic ulcer disease (PUD) among America's older age groups, but the characteristics of PUD in these patients diffe...",0
general,1097,general pathological conditions,"3903-75,456",CARDINAL,"Vaccination against hepatitis B and protection against chronic viral carriage in The Gambia. 358 children in the Gambian villages of Keneba and Manduar, where hepatitis B virus (HBV) infection is endemic, were vaccinated with plasma-derived vaccine a...",1
general,1758,nervous system diseases,0.0001,CARDINAL,"Hypertension as a risk factor for epilepsy after aneurysmal subarachnoid hemorrhage and surgery. A prospective, consecutive series of 307 patients with aneurysmal subarachnoid hemorrhage ranging from Grades 1 to V according to the classification of H...",1
general,1817,nervous system diseases,432,CARDINAL,The role of carotid screening before coronary artery bypass. Five hundred thirty-nine patients with no symptoms of cerebral ischemia undergoing coronary artery bypass were preoperatively evaluated for presence of carotid stenosis by noninvasive metho...,1
general,368,cardiovascular diseases,0.85,CARDINAL,Ultrasonic integrated backscatter two-dimensional imaging: evaluation of M-mode guided acquisition and immediate analysis in 55 consecutive patients. We have shown previously that cardiac cycle-dependent integrated backscatter characterizes the physi...,1
general,526,digestive system diseases,24-hour,TIME,Esophageal reflux before and after isolated myotomy for achalasia. Four patients with achalasia underwent 24-hour esophageal pH measurements as ambulatory patients before and after limited myotomy without fundoplication. Resting lower esophageal sphi...,1
general,1659,neoplasms,ivf,ORG,Pregnancy after in vitro fertilization in a patient with stage I endometrial carcinoma treated with progestins. A 35-year-old woman with chronic anovulation and bilateral tubal disease was found during infertility evaluation to have grade I endometri...,0
general,408,cardiovascular diseases,less than 0.01,CARDINAL,Effects of alpha 1-blockade on arterial compliance in normotensive and hypertensive rats. The effects of blockade of alpha 1-adrenergic receptors on the mechanical properties of the arterial wall were studied in 10 spontaneously hypertensive rats (SH...,1
general,502,digestive system diseases,9 mm,QUANTITY,Hyposensitivity to vasopressin in patients with hepatitis B-related cirrhosis during acute variceal hemorrhage. It has been suggested that vasopressin given during hemorrhage may be less effective than when given during a stable state in a portal-hyp...,1
general,97,cardiovascular diseases,0.5,CARDINAL,"Differences in QRS configuration during unipolar pacing from adjacent sites: implications for the spatial resolution of pace-mapping. To examine the spatial resolution of unipolar pace-mapping, 12 lead electrocardiograms (ECGs) recorded during pacing...",1
general,620,digestive system diseases,20%,PERCENT,Alternate-day prednisone treatment and treatment maintenance in Crohn's disease. We have reviewed our data from 55 patients with Crohn's disease (CD) treated with alternate-day prednisone (average dose: 25 mg every other morning) between 1966 and 198...,1
general,1396,neoplasms,33%,PERCENT,"Management of stage D1 adenocarcinoma of the prostate: the Johns Hopkins experience 1974 to 1987. There is no consensus on the proper management of men with stage D1 adenocarcinoma of the prostate. Although cure is unlikely, many men survive for long...",1
general,1386,neoplasms,59%,PERCENT,"Adverse mortality experience of a southwestern American Indian community: overall death rates and underlying causes of death in Pima Indians. As part of an ongoing epidemiologic study, the death rate and causes of death during 1975 through 1984 were ...",1
general,638,general pathological conditions,two,CARDINAL,"Nonhomologous chromatid exchange in hereditary and sporadic renal cell carcinomas. For the development of renal cell carcinomas, it has been suggested that a germ-line or somatic mutation occurs on one of the homologous chromosomes 3p, and subsequent...",1
general,1868,nervous system diseases,0.27 microgram,QUANTITY,A case of cerebrotendinous xanthomatosis. II: The sterol content of a cataractous lens. The cholestanol content of a cataractous lens nucleus from a patient with cerebrotendinous xanthomatosis (CTX) was quantified by gas chromatography-mass spectrome...,1
general,1409,neoplasms,220,CARDINAL,Establishment of an erythroid cell line (JK-1) that spontaneously differentiates to red cells. The authors established a new hemopoietic cell line (JK-1) from a patient with chronic myelogenous leukemia in erythroid crisis. This JK-1 line predominant...,1
general,807,general pathological conditions,five,CARDINAL,A three-year retrospective study of synovectomies in children. The aim of this study was to evaluate the results of synovectomies in children with juvenile arthritis. Five hundred twenty-eight synovectomies and tenosynovectomies were performed over a...,1
general,980,general pathological conditions,seven,CARDINAL,Cytogenetic analysis of 434 consecutively ascertained specimens of non-Hodgkin's lymphoma: clinical correlations. Cytogenetic and histopathologic data were correlated with clinical parameters from 423 patients with non-Hodgkin's lymphoma (NHL). Clini...,1
general,730,general pathological conditions,two,CARDINAL,"Macrophage antigen presentation and interleukin 1 production after cecal ligation and puncture in C3H/HeN and C3H/HeJ mice. Following cecal ligation and puncture with a 25-gauge needle, endotoxin-sensitive C3H/HeN mice have a 45% mortality compared w...",1
general,980,general pathological conditions,dllc,ORG,Cytogenetic analysis of 434 consecutively ascertained specimens of non-Hodgkin's lymphoma: clinical correlations. Cytogenetic and histopathologic data were correlated with clinical parameters from 423 patients with non-Hodgkin's lymphoma (NHL). Clini...,1
general,283,cardiovascular diseases,0.4,CARDINAL,"Percutaneous excimer laser coronary angioplasty. To determine the efficacy of percutaneous excimer laser coronary angioplasty as an adjunct or alternative to conventional balloon angioplasty, 55 patients were studied in a multicenter trial. These pat...",1
general,1181,general pathological conditions,91.10%,PERCENT,Continuing care for cancer pain relief with oral morphine solution. One-year experience in a regional cancer center. This report is a prospective study of 223 patients with intractable cancer pain who were offered continuing care during the year 1988...,1
general,784,general pathological conditions,35 years of age,DATE,"Maternal serum screening for aneuploid pregnancy by alpha-fetoprotein, hCG, and unconjugated estriol. A number of serum screening protocols are either currently in use or proposed to identify pregnant women under 35 years of age who are at increased ...",0
general,26,cardiovascular diseases,53%,PERCENT,Dipyridamole technetium-99m-2-methoxy isobutyl isonitrile tomoscintigraphic imaging for identifying diseased coronary vessels: comparison with thallium-201 stress-rest study. A same-day double injection protocol employing 99mTc-methoxyisobutyl isonit...,1
general,357,cardiovascular diseases,ecg,ORG,Immediate reproducibility of electrically induced sustained monomorphic ventricular tachycardia before and during antiarrhythmic therapy The immediate reproducibility of sustained ventricular tachycardia induction was evaluated prospectively during 1...,0
general,1217,general pathological conditions,38 ml,QUANTITY,Surgical staples in cesarean section: a randomized controlled trial. This randomized controlled trial compares the use of the Auto Suture Poly CS 57 disposable surgical stapler (n = 98) with standard hysterectomy (n = 102) in low transverse cesarean ...,1
general,122,cardiovascular diseases,57%,PERCENT,Logistic discriminant analysis improves diagnostic accuracy of exercise testing for coronary artery disease in women. BACKGROUND. Diagnostic accuracy of the exercise electrocardiogram in women has been shown to be limited for the detection of coronar...,1
general,1285,general pathological conditions,29%,PERCENT,"Coronary angioplasty after coronary bypass surgery: initial results and late outcome in 422 patients. From 1978 to 1988, coronary angioplasty was performed in 422 patients with prior coronary artery bypass surgery (264 patients with native coronary a...",1
general,1674,neoplasms,between 1979 and 1988,DATE,"Response to chemotherapy does not predict survival after resection of sarcomatous pulmonary metastases. Between 1979 and 1988, 26 patients with pulmonary metastases from adult soft-tissue sarcomas were treated with Adriamycin (doxorubicin hydrochlori...",1
general,716,general pathological conditions,0.7,CARDINAL,Evidence for motor neuropathy and reduced filling of the rectum in chronic intractable constipation. Subtotal colectomy with ileorectal anastomosis is now frequently offered to patients with slow transit constipation who have severe symptoms and no r...,1
general,1674,neoplasms,Jan-38,CARDINAL,"Response to chemotherapy does not predict survival after resection of sarcomatous pulmonary metastases. Between 1979 and 1988, 26 patients with pulmonary metastases from adult soft-tissue sarcomas were treated with Adriamycin (doxorubicin hydrochlori...",0
general,1189,general pathological conditions,11.45%,PERCENT,"The role of bacteria in pigment gallstone disease. One hundred ten of nine hundred sixty consecutive patients who underwent surgery for gallstones (GS) had pigment stones (PS) (11.45%). Fifty brown PSs contained calcium bilirubinate, small amounts of...",1
general,1162,general pathological conditions,d40,ORG,"Isovolumic hemodilution with dextran 40 in the rat: effect on the development of peripheral edema and various physiologic parameters. Low molecular weight dextran 40 (D40), 40,000 daltons, is a potential therapeutic agent for cerebral ischemia becaus...",1
general,408,cardiovascular diseases,shr,ORG,Effects of alpha 1-blockade on arterial compliance in normotensive and hypertensive rats. The effects of blockade of alpha 1-adrenergic receptors on the mechanical properties of the arterial wall were studied in 10 spontaneously hypertensive rats (SH...,1
general,241,cardiovascular diseases,0.14,CARDINAL,"The renin-angiotensin-aldosterone system and autosomal dominant polycystic kidney disease BACKGROUND. A high incidence of hypertension (50 to 75 percent) occurs early in the course of autosomal dominant polycystic kidney disease. Cyst enlargement, ca...",1
general,279,cardiovascular diseases,86 +,DATE,"Circus movement atrial flutter in the canine sterile pericarditis model. Differential effects of procainamide on the components of the reentrant pathway. To evaluate the mechanisms of action of procainamide on the components of the reentrant pathway,...",0
general,908,general pathological conditions,less than 0.01,CARDINAL,"Desmopressin in nocturnal enuresis. The effect of intranasal desmopressin on primary nocturnal enuresis was investigated in a study divided into 2 parts in which the first part was a randomized, double-blind, placebo-controlled cross-over study of 52...",1
general,955,general pathological conditions,mouse,PERSON,"On the metallothionein, glutathione and cysteine relationship in rat liver. Stress and starvation increased liver metallothionein (MT) and decreased liver glutathione (GSH) levels. Serum cysteine plus cystine levels were increased by stress. The exog...",0
general,1518,neoplasms,the guy's/manchester,ORG,"Adjuvant cyclophosphamide, methotrexate, and fluorouracil in patients with axillary node-positive breast cancer: an update of the Guy's/Manchester trial. Between 1976 and 1985, 391 patients (202 premenopausal, 189 postmenopausal) with operable breast...",0
general,366,cardiovascular diseases,60 million,CARDINAL,"Diabetes mellitus and hypertension. Hypertension and diabetes mellitus are chronic medical conditions that frequently coexist. In the United States, it is estimated that 10 million persons suffer from diabetes mellitus, 60 million from hypertension, ...",1
general,60,cardiovascular diseases,472,CARDINAL,"An outpatient anticoagulation protocol managed by a vascular nurse-clinician. Lifetime anticoagulation has become a therapeutic option for surgical patients with hypercoagulable states or prosthetic arterial bypass grafts. However, physicians may not...",1
general,445,digestive system diseases,42-year-old,DATE,Primary cytomegalovirus infection and gastric ulcers in normal host. A 42-year-old woman presented with epigastric pain and vomiting. Upper gastrointestinal endoscopy revealed three gastric ulcers. Histologic examination of biopsies from the ulcers s...,0
general,400,cardiovascular diseases,three,CARDINAL,"Association of the renin-sodium profile with the risk of myocardial infarction in patients with hypertension BACKGROUND. To test the prognostic value of plasma renin activity prospectively, we determined the pretreatment renin-sodium profile of 1717 ...",1
general,1278,general pathological conditions,cns,ORG,Central nervous system involvement in patients with facial palsy due to borrelial infection. Patients with a peripheral facial palsy due to an underlying Ixodes-borne borreliosis often have cerebrospinal fluid findings indicating meningeal involvemen...,1
general,427,digestive system diseases,24 to 71 year,DATE,Helicobacter pylori and Zollinger-Ellison syndrome. Helicobacter pylori (previously Campylobacter pylori) is almost invariably associated with chronic duodenal ulcer disease. The relationship between H. pylori infection and duodenal ulcer in Zollinge...,0
general,720,general pathological conditions,ad 31,DATE,Clinical features of adenovirus enteritis: a review of 127 cases. We retrospectively analyzed the clinical features of 127 hospitalized pediatric patients whose fecal samples were positive for adenovirus (Ad) by electron microscopy during an 18-month...,0
general,9,cardiovascular diseases,five,CARDINAL,"The role of beta-blockade therapy for ventricular tachycardia induced with isoproterenol: a prospective analysis. Isoproterenol is sometimes required for ventricular tachycardia (VT) induction. However, the role of beta-blockade for treatment of such...",1
general,356,cardiovascular diseases,gell and coomb,ORG,"Hypersensitivity reactions to epipodophyllotoxins in children with acute lymphoblastic leukemia. The incidence, clinical characteristics, and outcome of hypersensitivity reactions to teniposide (VM-26), etoposide (VP-16), or both were determined in 1...",1
general,908,general pathological conditions,53%,PERCENT,"Desmopressin in nocturnal enuresis. The effect of intranasal desmopressin on primary nocturnal enuresis was investigated in a study divided into 2 parts in which the first part was a randomized, double-blind, placebo-controlled cross-over study of 52...",1
general,231,cardiovascular diseases,83%,PERCENT,"Carotid-subclavian bypass--a decade of experience. From August 1979 to August 1989, carotid-subclavian bypass or transposition procedures were performed on 18 women and 13 men ranging in age from 19 to 75 (mean, 58.2) years. Indications for surgery i...",1
general,853,general pathological conditions,12%,PERCENT,Physician response to notification of acute problems in nursing homes. A frequently cited example of physicians' alleged disinterest in nursing home patients is their failure to respond rapidly or appropriately to telephone calls about acute events o...,1
general,392,cardiovascular diseases,three,CARDINAL,Heart rate adjustment of exercise-induced ST segment depression. Improved risk stratification in the Framingham Offspring Study BACKGROUND. Simple heart rate adjustment of ST segment depression during exercise (delta ST/HR index) and the pattern of S...,1
general,1521,neoplasms,hcc,ORG,"Malignant transformation of adenomatous hyperplasia to hepatocellular carcinoma. To clarify the course of adenomatous hyperplasia (AH) of the liver, 17 patients with 20 biopsy-proven AH nodules were followed clinically for 1-5 years. At the initial b...",1
general,27,cardiovascular diseases,two,CARDINAL,"Cardiac rhythm disturbances early after orthotopic heart transplantation: prevalence and clinical importance of the observed abnormalities. To precisely define the incidence, type and consequences of cardiac arrhythmias early after heart transplantat...",1
general,1604,neoplasms,hpv,ORG,"Detection of human papillomavirus type 16 DNA in carcinomas of the palatine tonsil. Twenty eight tonsillar carcinomas of various histological types were investigated for the presence of Epstein-Barr virus (EBV), cytomegalovirus (CMV), and human papil...",1
general,404,cardiovascular diseases,59 +/- 10 year,DATE,"Beat-to-beat detection of ventricular late potentials with high-resolution electrocardiography. To detect dynamic changes of VLPs we developed a low-noise, HR-ECG with a gain of 10(5)-10(6)X. This system allows the beat-to-beat detection of low-ampli...",0
general,1578,neoplasms,6 h pi,TIME,99mTc-anti-CEA radioimmunoscintigraphy of lung adenocarcinoma. Anti-carcinoembryonic antigen radioimmunoscintigraphy (anti-CEA RIS) in colorectal adenocarcinoma has been reported to allow a better estimation of the local tumor extension than other ra...,1
general,812,general pathological conditions,55 per cent,MONEY,"Amputation or limb-lengthening for partial or total absence of the fibula. Thirty-two patients who had ablation of the foot by the Syme or Boyd technique for partial or total absence of the fibula, with subsequent fitting of a prosthesis, were compar...",0
general,1100,general pathological conditions,95% and,PERCENT,"Maintenance and relapse after weight loss in women: behavioral aspects. Obese women who regained weight after successful weight reduction (relapsers, n = 44); formerly obese, average-weight women who maintained weight loss (maintainers, n = 30); and ...",1
