approach,doc_id,condition,entity_text,entity_label,context_snippet,is_correct
Transformer,148,cardiovascular diseases,less,Lab_value,Effects of ketamine on the cardiac papillary muscle of normal hamsters and those with cardiomyopathy. The effect of ketamine (10(-5) and 10(-4) M) on the intrinsic contractility of left ventricular papillary muscle from normal hamsters and those with...,0
Transformer,1849,nervous system diseases,pick,Disease_disorder,"The distribution of cerebral muscarinic acetylcholine receptors in vivo in patients with dementia. A controlled study with 123IQNB and single photon emission computed tomography. A high-affinity muscarinic receptor antagonist, 123IQNB (3-quinuclidiny...",0
Transformer,1359,neoplasms,ious,Diagnostic_procedure,"Localization and surgical treatment of occult insulinomas. Management of patients with biochemical evidence of insulinoma and negative preoperative imaging studies (occult) tumors is controversial, varying from primarily medical management to aggress...",0
Transformer,503,digestive system diseases,severity,Severity,"Natural killer cell activity in patients with liver cirrhosis relative to severity of liver damage. To evaluate the role of severe liver damage on natural killer cell activity, 29 patients with liver cirrhosis were examined. The natural killer cell a...",1
Transformer,393,cardiovascular diseases,cadenza,Detailed_description,The estimation of post-test probability of coronary disease following exercise testing using the sequential application of two Bayesian methods. Recent studies have revealed that Bayesian methods to estimate post-test probability following exercise t...,0
Transformer,1849,nervous system diseases,abnormalitie,Sign_symptom,"The distribution of cerebral muscarinic acetylcholine receptors in vivo in patients with dementia. A controlled study with 123IQNB and single photon emission computed tomography. A high-affinity muscarinic receptor antagonist, 123IQNB (3-quinuclidiny...",1
Transformer,665,general pathological conditions,o2 fraction,Diagnostic_procedure,Physiology of aging related to outcome in the adult respiratory distress syndrome. Thirty-nine patients with adult respiratory distress syndrome (ARDS) were enrolled in a study to identify potential age-related changes in organ system function that m...,0
Transformer,1782,nervous system diseases,odor,Sign_symptom,The nature and course of olfactory deficits in Alzheimer's disease. OBJECTIVE: The aim of this study was to determine the specific nature and course of olfactory deficits in Alzheimer's disease. Previous studies had noted impaired odor identification...,1
Transformer,815,general pathological conditions,five,Quantitative_concept,Progressive coronary luminal narrowing after cardiac transplantation. Accelerated coronary disease is a major factor limiting long-term survival in cardiac transplant recipients. Coronary angiography was obtained a mean of 5.1 weeks posttransplantati...,1
Transformer,31,cardiovascular diseases,10 second,Detailed_description,"Role of echocardiography in acute myocardial infarction. Interventional therapies such as thrombolytic agents, angioplasty and surgery have emerged as important options in the management of patients with myocardial infarction. These therapies are aim...",0
Transformer,1603,neoplasms,section,Diagnostic_procedure,Human colorectal cancers display abnormal Fourier-transform infrared spectra. Fourier-transform infrared spectroscopy (FT-IR) was applied to the study of tissue sections of human colorectal cancer. Pairs of tissue samples from colorectal cancer and h...,0
Transformer,1523,neoplasms,tumor,Sign_symptom,"Depressed adenoma of the stomach, revisited. Histologic, histochemical, and immunohistochemical profiles. For 52 patients with depressed adenomas of the stomach, histopathologic studies were done on 56 tumors and for 43 of them, histochemical and imm...",0
Transformer,1155,general pathological conditions,multifocal,Detailed_description,Necrotizing angiopathy presenting with multifocal conduction blocks. We describe conduction block as an unusual electrophysiologic manifestation in a patient with necrotizing angiopathy. The patient developed subacute symptoms over a 1-month period c...,1
Transformer,751,general pathological conditions,end,Disease_disorder,"Comparison of sublingual captopril and nifedipine in immediate treatment of hypertensive emergencies. A randomized, single-blind clinical trial. Sublingual captopril (25 mg) was compared with sublingual nifedipine (10 mg) to determine their effective...",0
Transformer,511,digestive system diseases,alginate,Detailed_description,Restoration of liver function in Gunn rats without immunosuppression using transplanted microencapsulated hepatocytes. Microencapsulation of cells within synthetic semipermeable membranes is a novel technique that enables the transplantation of cell ...,0
Transformer,615,digestive system diseases,alpha,Coreference,Stimulation of glucagon secretion by gastric inhibitory polypeptide in patients with hepatic cirrhosis and hyperglucagonemia. Porcine gastric inhibitory polypeptide (GIP) was infused iv (120 micrograms in 60 min) in seven patients with biopsy-proven ...,0
Transformer,615,digestive system diseases,glucagonotropic,Sign_symptom,Stimulation of glucagon secretion by gastric inhibitory polypeptide in patients with hepatic cirrhosis and hyperglucagonemia. Porcine gastric inhibitory polypeptide (GIP) was infused iv (120 micrograms in 60 min) in seven patients with biopsy-proven ...,0
Transformer,1632,neoplasms,frozen,Diagnostic_procedure,"The reliability of frozen sections in the evaluation of surgical margins for melanoma. As the width of surgical margins declines, histologic evaluation of the margins is needed to assess the completeness of excision of a malignant melanoma. We studie...",0
Transformer,92,cardiovascular diseases,epinephrine,Diagnostic_procedure,Potential complications of high-dose epinephrine therapy in patients resuscitated from cardiac arrest Adults resuscitated from nontraumatic cardiac arrest who received intravenous epinephrine in doses chosen by the treating physician and who survived...,0
Transformer,1422,neoplasms,muscle tone dysregulation,Sign_symptom,"Muscle fibre type and habitual snoring. Although anatomical abnormalities of the upper airway have been recorded in some patients with obstructive sleep apnoea (OSA), a muscle tone dysregulation also seems to have an important role in this disorder. ...",1
Transformer,1605,neoplasms,acute,Disease_disorder,"Hypersensitivity reactions to epipodophyllotoxins in children with acute lymphoblastic leukemia. The incidence, clinical characteristics, and outcome of hypersensitivity reactions to teniposide (VM-26), etoposide (VP-16), or both were determined in 1...",0
Transformer,1305,neoplasms,tumor,Coreference,"Intrapericardial pheochromocytoma. In a 34-year-old man with hypertension and increased urinary catecholamine excretion for 12 years, an m-[131I]iodobenzylguanidine scan and chest computed tomography located an intrapericardial pheochromocytoma in th...",0
Transformer,567,digestive system diseases,elevated,Lab_value,"Esophageal motor disorder in alcoholics: result of alcoholism or withdrawal? Both acute and chronic ethanol consumption may cause esophageal dysmotility. In order to systematically evaluate the effect of ethanol on esophageal motility, we studied eso...",0
Transformer,973,general pathological conditions,114,Lab_value,Improved biocompatibility by postfixation treatment of aldehyde fixed bovine pericardium. Long-standing release of locally cytotoxic aldehyde concentrations is responsible for lack of spontaneous endothelialization and increased calcification of glut...,1
Transformer,1565,neoplasms,allogeneic,Diagnostic_procedure,"Mononuclear phagocytes: a major population of effector cells responsible for rejection of allografted tumor cells in mice. To understand the in situ mechanism of immunological response of recipient animals to allografted tumor cells, the types of cel...",0
Transformer,315,cardiovascular diseases,systolic,Detailed_description,Improvement of systolic and diastolic left ventricular wall motion by serial echocardiograms in selected patients treated for unstable angina. The purpose of the study was to evaluate the effect of antiischemic treatment on left ventricular function ...,1
Transformer,1399,neoplasms,advanced,Detailed_description,Overexpression of HER-2/neu in endometrial cancer is associated with advanced stage disease. Prior studies have shown that overexpression of HER-2/neu occurs in one third of breast and ovarian cancers and that overexpression is associated with poor p...,1
Transformer,175,cardiovascular diseases,disorder,Coreference,"The diagnosis and prognosis of autosomal dominant polycystic kidney disease. BACKGROUND. Autosomal dominant polycystic kidney disease is usually caused by a mutant gene at the PKD1 locus on the short arm of chromosome 16, but in about 4 percent of fa...",0
Transformer,644,general pathological conditions,hbv,Disease_disorder,Passive immunoprophylaxis after liver transplantation in HBsAg-positive patients. 110 HBsAg-positive patients underwent orthotopic liver transplantation and received long-term anti-hepatitis B virus (HBV) passive immunoprophylaxis with anti-HBs immun...,0
Transformer,1629,neoplasms,tumor,Coreference,"Receptors for epidermal growth factor and steroid hormones in primary laryngeal tumors. The authors investigated the presence of epidermal growth factor (EGF-R), estrogen (ER), progesterone (PR), and androgen (AR) receptors in 42 laryngeal squamous c...",0
Transformer,1872,nervous system diseases,rhinorrhea,Sign_symptom,"Facial bone fracture associated with carotid-cavernous sinus fistula. Out of 989 cases of facial bone fracture, ten patients had carotid-cavernous sinus fistulas (1.01%). Their ages ranged from 25 to 48 years. Seven were male and three female. Two of...",1
Transformer,81,cardiovascular diseases,prolongation,Lab_value,Efficacy of propafenone in preventing ventricular tachycardia: inverse correlation with rate-related prolongation of conduction time The efficacy of propafenone in preventing induction of ventricular tachycardia was evaluated in 25 consecutive patien...,0
Transformer,1545,neoplasms,two,Lab_value,"Neurinoma in the cavernous sinus: report of two cases. Two cases of trigeminal neurinoma located solely in the cavernous sinus are reported. Preoperatively, magnetic resonance imaging provided the accurate localization of the lesions, allowing precis...",1
Transformer,803,general pathological conditions,carrier,Coreference,Identification of mutations in regions corresponding to the two putative nucleotide (ATP)-binding folds of the cystic fibrosis gene. Additional mutations in the cystic fibrosis (CF) gene were identified in the regions corresponding to the two putativ...,0
Transformer,1970,nervous system diseases,motor,Sign_symptom,AAEM minimonograph #35: Clinical experience with transcranial magnetic stimulation. We elicited motor evoked potentials (MEPs) using transcortical magnetic stimulation in 150 control subjects aged 14 to 85 years and 275 patients with a variety of dis...,0
Transformer,1880,nervous system diseases,single,Detailed_description,"Stereotactic radiosurgery of meningiomas. Stereotactic radiosurgery has an expanding role in the management of selected intracranial tumors. In an initial 30-month experience using the 201-source cobalt-60 gamma knife at the University of Pittsburgh,...",1
Transformer,698,general pathological conditions,follow,Clinical_event,"Frequency of low-grade residual coronary stenosis after thrombolysis during acute myocardial infarction. The clinical, angiographic and demographic characteristics of 42 patients with low-grade (less than 50%) residual stenosis at the infarct lesion ...",0
Transformer,2,cardiovascular diseases,spacelab,Diagnostic_procedure,Incidence of perioperative myocardial ischemia detected by different electrocardiographic systems To determine the extent to which different electrocardiographic systems account for differences in reported incidence of perioperative myocardial ischem...,0
Transformer,531,digestive system diseases,alpha 1,Diagnostic_procedure,"Alpha 1-antitrypsin excretion in stool in normal subjects and in patients with gastrointestinal disorders. Fecal clearance of plasma alpha 1-antitrypsin is used as a measure of protein leakage into the intestinal tract. In this study, the alpha 1-ant...",0
Transformer,45,cardiovascular diseases,ultrasound,Diagnostic_procedure,"Human dose-response relationship for decompression and endogenous bubble formation. The dose-response relationship for decompression magnitude and venous gas emboli (VGE) formation in humans was examined. Pressure exposures of 138, 150, and 164 kPa (...",1
Transformer,1001,general pathological conditions,multidisciplinary,Detailed_description,Hemorrhagic pituitary adenomas: clinicopathological features and surgical treatment. Forty-five (9.9%) of 453 pituitary adenomas operated on between January 1973 and November 1988 demonstrated hemorrhagic changes at surgery: 24 had a blood collection...,1
Transformer,4,cardiovascular diseases,nonophthalmologist,Nonbiological_location,Retinal vasculitis--a primer. Retinal vasculitis is a diagnosis that is generally suggested by an ophthalmologist. Frequently patients with the disorder are referred to nonophthalmologists for further diagnostic evaluation or treatment. The criteria ...,0
Transformer,1951,nervous system diseases,ten,Lab_value,Gallbladder surgery following cholecystlithotripsy: suggested guidelines for treatment Twenty-three of 229 symptomatic patients undergoing cholecystlithotripsy underwent surgical intervention: 22 of the patients had cholecystectomy performed (five al...,0
Transformer,245,cardiovascular diseases,diabetic,Sign_symptom,"Diabetic cardiomyopathy. The purpose of this article was to review the clinical and experimental features of diabetic cardiomyopathy, with particular relevance to the Black population. One hundred thirty-seven studies were identified, of which 57 wer...",0
Transformer,372,cardiovascular diseases,arterial wall damage,Sign_symptom,"Clentiazem reduces infarct size in rabbit middle cerebral artery occlusion. We assessed the value of pretreatment with clentiazem (8-chlorodiltiazem), a diltiazem derivative with cerebroselective properties, on the consequences of surgical occlusion ...",1
Transformer,1093,general pathological conditions,rat diaphragm,Diagnostic_procedure,"Effects of neuroleptic agents on rat skeletal muscle contracture in vitro. The purpose of this investigation was to examine and compare the effects of both in vivo pretreatment and in vitro treatment with the neuroleptic agents droperidol, haloperido...",0
Transformer,1001,general pathological conditions,asymptomatic,Detailed_description,Hemorrhagic pituitary adenomas: clinicopathological features and surgical treatment. Forty-five (9.9%) of 453 pituitary adenomas operated on between January 1973 and November 1988 demonstrated hemorrhagic changes at surgery: 24 had a blood collection...,0
Transformer,370,cardiovascular diseases,diabete,Disease_disorder,"Parenteral illegal drug use and limb loss. The problem of illegal drug abuse and extremity loss was identified in 27 patients-22 men and 5 women, with a mean age of 26 years. Associated medical problems included: smoking in 27, cardiac disease in 2, ...",1
Transformer,158,cardiovascular diseases,inflated,Sign_symptom,Pathogenesis of hyperadrenergic orthostatic hypotension. Evidence of disordered venous innervation exclusively in the lower limbs. The pathogenesis of hyperadrenergic orthostatic hypotension was studied in eight patients. Correction of the abnormal o...,1
Transformer,454,digestive system diseases,acute,Detailed_description,Acute axonal polyneuropathy associated with anti-GM1 antibodies following Campylobacter enteritis. We report 2 patients with Guillain-Barre syndrome (GBS) following Campylobacter jejuni enteritis. Electrophysiologic studies indicated that the predomi...,1
Transformer,243,cardiovascular diseases,connective,Sign_symptom,Changes in diastolic cardiac function in developing and stable perinephritic hypertension in conscious dogs. The effects of developing perinephritic hypertension (2-3 weeks) and a more stable period of perinephritic hypertension (approximately 14 wee...,0
Transformer,1972,nervous system diseases,anterior,Sign_symptom,Graves orbitopathy: correlation of CT and clinical findings. The clinical and high-resolution computed tomographic (CT) findings in 71 patients (142 orbits) with Graves orbitopathy and 20 healthy patients (40 orbits) were retrospectively reviewed. Th...,0
Transformer,342,cardiovascular diseases,hypothermic,Detailed_description,Efficacy of recombinant-derived human superoxide dismutase on porcine left ventricular contractility after normothermic global myocardial ischemia and hypothermic cardioplegic arrest. A porcine model of normothermic global ischemia (40 minutes) follo...,1
Transformer,1501,neoplasms,diet,Diagnostic_procedure,"Effect of dietary alpha-linolenic acid on growth, metastasis, fatty acid profile and prostaglandin production of two murine mammary adenocarcinomas. The purpose of this study was to determine whether dietary (n-3) fatty acids would affect mammary tum...",0
Transformer,1880,nervous system diseases,radiosurgery,Therapeutic_procedure,"Stereotactic radiosurgery of meningiomas. Stereotactic radiosurgery has an expanding role in the management of selected intracranial tumors. In an initial 30-month experience using the 201-source cobalt-60 gamma knife at the University of Pittsburgh,...",1
Transformer,674,general pathological conditions,- 0. 9 minute,Lab_value,Early assessment of coronary artery bypass graft patency by high-dose dipyridamole echocardiography. To assess the role of high-dose (up to 0.84 mg/kg during 10 minutes) dipyridamole echocardiographic testing in the evaluation of coronary artery bypa...,0
Transformer,1783,nervous system diseases,mobility,Diagnostic_procedure,Subcutaneous lisuride infusion in Parkinson's disease. Response to chronic administration in 34 patients. Thirty-eight parkinsonian patients with motor fluctuations and dyskinesias on chronic levodopa therapy were treated with subcutaneous lisuride i...,0
Transformer,501,digestive system diseases,had passed,Date,"Primary and metastatic pulmonary meningioma. Patient 1 was a 53-year-old man who had a very rare primary pulmonary meningioma that developed in the left lingular segment. When this report was written, 7 years had passed since he underwent operation, ...",0
Transformer,217,cardiovascular diseases,hypoxia,Sign_symptom,Studies of myocardial protection in the immature heart. IV. Improved tolerance of immature myocardium to hypoxia and ischemia by intravenous metabolic support. Thirteen immature puppies (2 to 4 kg) underwent 1 hour of acute hypoxia (oxygen tension 25...,1
Transformer,1843,nervous system diseases,hypocapnic,Sign_symptom,"Role of hypoxic drive in regulation of postapneic ventilation during sleep in patients with obstructive sleep apnea. To elucidate the role of chemoresponsiveness in determining postapneic ventilation in sleep-disordered periodic breathing, we measure...",1
Transformer,1130,general pathological conditions,marginal ischemic,Biological_structure,Magnitude and time course of extracellular potassium inhomogeneities during acute ischemia in pigs. Effect of verapamil. Prior studies have demonstrated the presence of inhomogeneities in myocardial [K+]e after serial 10-minute occlusions of the left...,0
Transformer,1024,general pathological conditions,root,Detailed_description,Treatment of complicated prosthetic aortic valve endocarditis with annular abscess formation by homograft aortic root replacement. The outcome of 30 consecutive patients with active aortic prosthetic valve endocarditis and root abscesses treated by t...,0
Transformer,270,cardiovascular diseases,1. 11,Lab_value,Electrocardiographic subset analysis of diltiazem administration on long-term outcome after acute myocardial infarction. The Multicenter Diltiazem Post-Infarction Trial Research Group. The effect of diltiazem on long-term outcome after acute myocardi...,1
Transformer,1278,general pathological conditions,involvement,Sign_symptom,Central nervous system involvement in patients with facial palsy due to borrelial infection. Patients with a peripheral facial palsy due to an underlying Ixodes-borne borreliosis often have cerebrospinal fluid findings indicating meningeal involvemen...,0
Transformer,973,general pathological conditions,cytotoxic,Detailed_description,Improved biocompatibility by postfixation treatment of aldehyde fixed bovine pericardium. Long-standing release of locally cytotoxic aldehyde concentrations is responsible for lack of spontaneous endothelialization and increased calcification of glut...,1
Transformer,1960,nervous system diseases,tryptophan,Diagnostic_procedure,"Characterization of ""peak E,"" a novel amino acid associated with eosinophilia-myalgia syndrome. Epidemiologic studies strongly associate eosinophilia-myalgia syndrome (EMS) with ingestion of tryptophan containing a contaminant (""peak E""). Prior repor...",0
Transformer,64,cardiovascular diseases,aldosterone,Diagnostic_procedure,"Role of angiotensin-converting enzyme inhibitors in congestive heart failure. Conventional therapy for congestive heart failure (CHF) includes sodium-restricted diet, diuretics, digitalis, vasodilators, and short-term intravenous administration of be...",0
Transformer,1936,nervous system diseases,95. 3,Lab_value,Strapless oral-nasal interface for positive-pressure ventilation. A custom-fabricated strapless oral-nasal interface (SONI) is described. It was used in the long-term administration of intermittent positive-pressure ventilation (IPPV) by 18 patients ...,1
Transformer,36,cardiovascular diseases,macular involvement,Sign_symptom,Retinal arterial macroaneurysms: risk factors and natural history. A case control study was conducted to identify the systemic and ocular risk factors for retinal arterial macroaneurysms. Forty-three patients with 52 photographically confirmed macroa...,1
Transformer,87,cardiovascular diseases,mean arterial pressure,Diagnostic_procedure,"Effect of captopril on renal function in hypertensive dogs with unilateral renal artery stenosis, studied with radionuclide dynamic scintigraphy. The kidneys of five hypertensive dogs with experimental unilateral renal artery stenosis were examined b...",0
Transformer,705,general pathological conditions,vein graft,Therapeutic_procedure,Emergent saphenous vein graft stenting for acute occlusion during percutaneous transluminal coronary angioplasty. This report describes the initial use in the United States of emergency intravascular stenting for the treatment of acute coronary occlu...,1
Transformer,590,digestive system diseases,ulcer,Sign_symptom,"Oral manifestations of Crohn's disease. An analysis of 79 cases. We report four new cases of oral manifestation in Crohn's disease (CD) and evaluate 75 reported cases for morphology and site of oral and intestinal manifestations of CD, clinical manif...",1
Transformer,973,general pathological conditions,pericardium,Coreference,Improved biocompatibility by postfixation treatment of aldehyde fixed bovine pericardium. Long-standing release of locally cytotoxic aldehyde concentrations is responsible for lack of spontaneous endothelialization and increased calcification of glut...,0
Transformer,1235,general pathological conditions,group,Detailed_description,Angioplasty of coronary bifurcation stenoses: immediate and long-term results of the protecting branch technique. Percutaneous transluminal angioplasty (PTCA) of coronary stenoses involving major bifurcations carries a small but significant risk of s...,0
Transformer,468,digestive system diseases,ice,Sign_symptom,"Nosocomial outbreak of cryptosporidiosis in AIDS patients. OBJECTIVE--To describe a nosocomial outbreak of cryptosporidiosis during four months after June 1989. SETTING--A department of infectious diseases in Copenhagen, seeing about half the patient...",0
Transformer,1508,neoplasms,immunofluorescence study,Diagnostic_procedure,"Expression of class I and II human leukocyte antigens by thyrocytes and lymphocytic infiltration on human thyroid tumors. An immunofluorescence study. Surgical thyroid sections from 30 papillary carcinomas (PC), six medullary carcinomas (MC), three a...",1
Transformer,1988,nervous system diseases,fasciculation,Sign_symptom,"Attenuation of suxamethonium myalgias. Effect of midazolam and vecuronium. We studied the incidence of fasciculations and postoperative myalgias in 100 female outpatients who had laparoscopy under thiopentone, N2O, isoflurane anaesthesia. Four groups...",1
Transformer,1910,nervous system diseases,angioma,Disease_disorder,"Clinical features and natural history of von Hippel-Lindau disease The clinical features, age at onset and survival of 152 patients with von Hippel-Lindau disease were studied. Mean age at onset was 26.3 years and 97 per cent of patients had presente...",1
Transformer,39,cardiovascular diseases,color flow,Detailed_description,Catheter-induced tricuspid regurgitation. Incidence and clinical significance. The incidence and severity of catheter-induced tricuspid regurgitation has not been studied extensively. Given the frequency with which right heart catheters are employed ...,0
Transformer,1625,neoplasms,histologic feature,Diagnostic_procedure,"Chondrosarcomas of the synovium. Chondrosarcoma of the synovium, either primary or secondary to synovial chondromatosis, is rare. Ten cases of synovial chondrosarcoma were studied (four from the Mayo Clinic files and six from the authors' consultatio...",0
Transformer,937,general pathological conditions,legionnaires ' disease,Disease_disorder,"Proximity of the home to a cooling tower and risk of non-outbreak Legionnaires' disease. OBJECTIVE--To study the source of non-outbreak legionnaires' disease, particularly the role of cooling towers, by comparing the locations of patients' homes in r...",1
